produto,price,entregue
Creme Anti-Ressecamento,335.05,False
Recipiente de Alimento,177.05,True
Cama Box com Criado-Mudo,769.7,False
Condicionador,823.68,False
Creme Anti-Acne,664.11,False
Cama Box com Baú, Cabeceira e Criado-Mudo,799.14,False
Recipiente de Papel,870.75,True
Creme Anti-Envelhecimento,326.46,False
All-in-One,750.77,True
Monitor HD,320.34,True
Colar,997.8,False
Fio Dental,397.62,True
Cama Box com Gavetas, Cabeceira e Criado-Mudo,882.46,True
Colar,295.73,False
Cama Box com Cabeceira e Criado-Mudo,940.78,False
Sofá,651.75,True
Recipiente de Limpeza,584.59,False
Creme Anti-Olheiras,68.18,True
Hidratante,896.07,False
Macbook,902.37,True
Creme Anti-Ressecamento,465.44,True
Calça,955.31,False
Monitor 280Hz,611.47,False
Creme Anti-Olheiras,117.42,False
Monitor 75Hz,689.98,False
Desktop,59.99,True
Desodorante,620.33,False
Cama Box Queen Size,399.34,False
Cinto,936.24,True
Creme Anti-Cravos,711.77,True
Sofá,227.15,False
Escova de Dente,984.72,True
Monitor 120Hz,121.95,True
Cama Box,638.62,True
Bolsa,860.4,True
Guarda-Roupa,709.88,True
Sofá 4 Lugares,504.36,False
Cama Box com Baú, Gavetas e Cabeceira,592.68,True
Creme Anti-Espinhas,375.49,True
Carteira,792.16,True
Cama Box com Baú e Cabeceira,193.72,True
Monitor HD,799.52,False
Creme Anti-Ressecamento,652.61,False
Recipiente de Papel,692.18,True
Fio Dental,218.85,False
Óculos de Grau,109.65,False
Cama Box com Gavetas,196.53,False
Guarda-Roupa Planejado,367.0,False
Cinto,845.31,False
Monitor 240Hz,383.77,False
Anel,93.87,True
Cama Box Solteiro,199.14,True
Colar,798.67,True
Monitor,964.56,False
Mesa de Jantar,689.47,False
Tenis,516.1,False
Cama Box com Cabeceira,445.48,False
Condicionador,464.35,True
Hidratante,918.43,False
Carteira,650.72,True
Sofá 3 Lugares,88.49,True
Monitor 120Hz,939.82,True
Guarda-Roupa Solteiro,251.31,True
Sofá 3 Lugares,287.97,False
Creme Anti-Cravos,446.5,False
Mesa de Jantar,355.06,False
Sofá 2 Lugares,575.8,False
Sofá de Canto,208.62,False
Guarda-Roupa,429.46,False
Cadeira Dobrável,532.56,True
Tenis,768.66,True
Creme Anti-Inflamação,624.08,True
Desodorante,332.31,False
Creme Dental,471.43,False
Recipiente de Vidro,559.74,True
Mesa de Centro,86.96,True
Mesa de Escritório,648.73,False
Cadeira Gamer,984.73,True
Cama Box com Baú, Gavetas e Cabeceira,333.43,False
Recipiente de Papel,769.35,False
Sofá 4 Lugares,295.91,False
Shampoo,949.53,False
Cama Box Queen Size,246.43,False
Bolsa,996.92,True
Cinto,577.39,False
Monitor 280Hz,930.89,True
Recipiente de Plástico,310.26,True
Creme Anti-Olheiras,504.71,True
Recipiente de Higiene,281.01,True
Sofá 3 Lugares,646.32,False
Calça,575.94,False
Notebook,396.28,True
Mesa de Centro,454.72,True
Notebook,624.73,False
Monitor 144Hz,828.08,True
Creme Anti-Ressecamento,720.99,False
Recipiente de Plástico,893.69,True
Óculos de Grau,493.68,True
Ultrabook,501.11,False
Cama Box Casal,508.79,False
Creme Anti-Ressecamento,429.06,False
Mini PC,447.49,True
Cadeira Dobrável,604.12,False
Monitor 60Hz,393.87,True
Recipiente de Lixo,889.79,False
Creme Anti-Cravos,255.97,False
Creme Anti-Irritação,83.59,False
Recipiente de Bebida,54.41,True
Cama Box com Baú, Gavetas e Cabeceira,342.9,True
Creme Anti-Idade,714.1,True
Mesa de Centro,402.8,True
Creme Anti-Rugas,150.57,True
Monitor Ultrawide,543.15,False
Cama Box King Size,677.44,True
Computador,755.33,False
Computador,692.49,False
Shampoo,67.83,False
Cama Box com Baú e Cabeceira,178.78,True
Creme Anti-Estrias,820.36,False
Recipiente de Papel,979.27,False
Monitor 240Hz,835.07,False
Shampoo,119.85,False
Cama Box com Baú e Gavetas,806.01,True
Creme Anti-Inflamação,364.49,False
Creme Anti-Ressecamento,827.85,False
Creme Anti-Inflamação,227.68,False
Sofá de Canto,436.6,False
Creme Anti-Envelhecimento,699.62,True
Cadeira de Jantar,666.73,True
Guarda-Roupa Solteiro,688.76,True
Óculos de Grau,553.61,False
Cama Box com Gavetas, Cabeceira e Criado-Mudo,154.7,False
Sofá 2 Lugares,435.38,True
Carteira,250.46,False
Desodorante,184.47,False
Recipiente de Bebida,316.55,True
Carteira,788.5,True
Guarda-Roupa,267.55,False
Camisa,469.78,False
Cama Box com Baú e Cabeceira,463.98,True
Monitor HD,948.01,False
Guarda-Roupa Casal,568.7,True
Sofá 4 Lugares,749.18,False
Recipiente de Papel,745.62,True
Monitor 144Hz,494.72,True
Cama Box King Size,834.76,False
Cadeira de Escritório,235.47,False
Monitor 165Hz,221.78,True
Shampoo,239.73,True
Óculos de Sol,81.73,True
Monitor 60Hz,166.05,True
Creme Anti-Ressecamento,170.31,True
Cama Box com Cabeceira e Criado-Mudo,927.36,False
Tenis,145.59,False
Fio Dental,322.62,False
Notebook,714.81,True
Cama Box Solteiro,347.76,True
Monitor 4K,638.76,True
Monitor 165Hz,93.15,True
Cama Box com Baú, Gavetas e Criado-Mudo,434.73,False
Protetor Labial,681.14,False
Macbook,819.54,False
Carteira,79.05,False
Guarda-Roupa Infantil,204.35,False
Guarda-Roupa Infantil,114.39,False
Bermuda,923.24,True
Creme Anti-Idade,635.29,False
Cama Box com Gavetas e Cabeceira,831.63,True
Sofá 3 Lugares,785.53,True
Cama Box Baú,451.8,False
Cama Box com Gavetas, Cabeceira e Criado-Mudo,833.29,False
Recipiente de Lixo,418.71,False
Monitor Gamer,463.84,True
Creme Anti-Inflamação,834.12,True
Recipiente de Vidro,900.89,True
Protetor Solar,126.87,True
Creme Dental,250.14,True
Mochila,973.64,True
Cinto,353.48,True
Protetor Labial,690.59,True
Guarda-Roupa,519.3,False
Creme Anti-Manchas,491.77,False
Cama Box com Baú e Gavetas,126.63,True
Calça,946.6,True
Cama Box Baú,993.09,True
Guarda-Roupa,878.94,False
Cadeira de Jantar,109.1,False
Boné,497.29,True
Recipiente de Plástico,330.01,False
Guarda-Roupa Planejado,464.23,False
Chapéu,72.12,False
Creme Anti-Cravos,962.08,True
Monitor Gamer,282.24,False
Cama Box com Baú, Gavetas e Cabeceira,194.67,False
Netbook,969.78,True
Creme Anti-Idade,256.04,True
Creme Dental,180.7,True
Mesa de Escritório,505.36,False
Anel,860.61,True
Boné,508.55,False
Cama Box com Baú, Gavetas e Criado-Mudo,494.71,True
Creme Anti-Ressecamento,882.88,False
Desktop,166.25,False
Guarda-Roupa Casal,437.94,True
Guarda-Roupa Infantil,863.0,False
Creme Anti-Idade,887.18,True
Hidratante,876.03,True
Monitor 144Hz,606.51,True
Perfume,843.92,True
Cama Box Baú,777.66,False
Creme Anti-Cravos,272.08,True
Monitor 240Hz,542.06,False
Sofá 4 Lugares,126.79,False
Creme Anti-Inflamação,326.73,False
Monitor 75Hz,147.51,True
Monitor 360Hz,492.48,True
Colar,815.2,True
Relógio,302.67,True
Sabonete,968.79,False
Cadeira Gamer,966.2,True
Monitor Touchscreen,103.6,True
Monitor Ultrawide,817.64,True
Sabonete,756.63,False
Creme Anti-Celulite,626.54,False
Pulseira,240.09,True
Relógio,261.61,False
Guarda-Roupa,200.84,True
Cadeira de Praia,878.34,False
Monitor 280Hz,677.59,True
Sofá 4 Lugares,242.98,False
Carteira,712.06,True
Cama Box com Baú, Gavetas e Cabeceira,570.11,False
Cama Box com Gavetas e Cabeceira,155.2,True
Monitor 144Hz,408.03,True
Cama Box com Gavetas,783.79,False
Mochila,374.78,False
Sofá,431.74,False
Sofá de Canto,145.0,True
Cama Box Solteiro,312.52,True
Sofá 2 Lugares,838.98,False
Creme Anti-Idade,517.15,True
Creme Dental,112.36,False
Guarda-Roupa Planejado,540.74,False
Ultrabook,680.96,True
Monitor,864.37,True
Fio Dental,439.5,True
Óculos de Sol,704.63,False
Monitor,106.26,False
Creme Dental,905.27,False
Monitor 240Hz,268.42,False
Cama Box Queen Size,103.44,False
Monitor Touchscreen,757.97,False
Sofá de Canto,71.71,False
Creme Anti-Manchas,614.84,True
Recipiente de Plástico,532.27,False
Computador,649.37,True
Monitor 200Hz,420.97,True
Monitor Gamer,502.81,True
Creme Anti-Irritação,945.93,True
Creme Anti-Estrias,663.32,False
Recipiente de Vidro,308.73,False
Shampoo,120.87,True
Tenis,342.76,True
Creme Anti-Manchas,712.21,False
Monitor,735.81,True
Creme Anti-Olheiras,63.32,False
Condicionador,620.06,True
Mesa de Centro,644.67,False
Cama Box King Size,972.3,False
Monitor 120Hz,606.48,True
Mesa de Centro,876.69,False
Recipiente de Alimento,189.99,True
Cinto,894.5,False
Sofá 2 Lugares,267.23,False
Creme Anti-Manchas,107.12,False
Cama Box com Baú, Gavetas e Criado-Mudo,804.28,False
Creme Anti-Rugas,913.54,False
Cama Box com Baú e Cabeceira,733.21,True
Tenis,321.92,False
Creme Anti-Acne,919.52,True
Creme Anti-Celulite,670.88,False
Guarda-Roupa Casal,951.77,False
Mochila,249.46,False
Recipiente de Lixo,366.64,True
Monitor 360Hz,497.46,True
Pulseira,798.06,False
Monitor 280Hz,906.87,False
Recipiente de Vidro,718.6,True
Guarda-Roupa Casal,732.35,True
Creme Anti-Idade,112.02,True
Desktop,78.38,False
Monitor 4K,335.75,True
Cama Box Solteiro,151.32,True
Guarda-Roupa Infantil,683.51,True
Mesa de Escritório,736.55,False
Pulseira,336.59,False
Creme Anti-Rugas,562.57,True
Recipiente de Plástico,202.04,True
Monitor 144Hz,663.67,False
Monitor 4K,602.28,True
Cama Box com Cabeceira,894.47,False
Cadeira de Praia,816.1,True
Perfume,863.74,False
All-in-One,905.01,False
Sofá 3 Lugares,967.61,False
Monitor Full HD,774.76,True
Cadeira Dobrável,559.79,True
Recipiente de Alimento,791.93,False
Cadeira Gamer,761.41,True
Creme Anti-Envelhecimento,597.93,True
Cama Box Casal,926.15,False
Cama Box com Cabeceira,312.12,False
Guarda-Roupa Embutido,679.54,True
Monitor Gamer,478.39,False
Cama Box com Cabeceira,775.36,True
Recipiente de Limpeza,317.86,True
Monitor,990.66,False
Sabonete,905.18,False
Recipiente de Vidro,313.96,True
Recipiente de Higiene,658.83,False
Monitor Gamer,541.68,True
Monitor 144Hz,98.76,True
Sofá 2 Lugares,353.41,False
Condicionador,398.84,False
Monitor Curvo,679.08,True
Monitor Touchscreen,958.64,True
Creme Anti-Olheiras,824.92,False
Pulseira,59.21,False
Creme Anti-Envelhecimento,847.67,True
Creme Anti-Rugas,296.42,True
Camisa,267.66,True
Monitor 240Hz,839.23,True
Bermuda,461.75,False
Monitor 4K,249.02,True
Cama Box com Baú e Gavetas,954.01,False
Guarda-Roupa Casal,706.9,True
Colar,562.82,False
Monitor 200Hz,935.18,True
Cama Box com Baú, Gavetas e Cabeceira,159.58,True
Guarda-Roupa Embutido,206.87,False
Recipiente de Vidro,605.1,False
Monitor Touchscreen,383.29,False
Monitor Ultrawide,841.21,True
Monitor 75Hz,973.44,True
Protetor Solar,707.99,True
Recipiente de Bebida,483.43,True
Carteira,147.85,True
Brinco,580.92,True
Monitor Touchscreen,558.61,True
Cadeira de Jantar,115.02,True
Brinco,215.53,False
Cama Box Solteiro,595.94,True
Creme Anti-Ressecamento,721.56,True
Bermuda,381.29,False
Monitor 75Hz,180.29,False
Cama Box com Baú, Cabeceira e Criado-Mudo,316.78,True
Monitor Gamer,342.11,True
Bermuda,186.23,True
Mesa de Centro,302.94,True
Cama Box Baú,89.97,False
Condicionador,954.86,False
Recipiente de Higiene,608.38,False
Creme Dental,716.02,False
Protetor Labial,731.46,True
Monitor Touchscreen,190.53,True
Creme Anti-Espinhas,623.51,True
Recipiente de Vidro,883.08,False
Guarda-Roupa,856.02,False
Monitor HD,513.12,False
Recipiente de Higiene,254.32,False
Mesa de Centro,211.74,True
Monitor 120Hz,570.02,False
Creme Anti-Inflamação,122.76,True
Creme Anti-Espinhas,817.4,False
Cadeira de Jantar,372.59,True
Protetor Solar,904.82,True
Cama Box com Baú e Gavetas,928.63,False
Shampoo,80.43,True
Cinto,101.24,False
Creme Anti-Ressecamento,597.26,True
Calça,135.95,False
Computador,792.15,False
Hidratante,568.17,False
Bolsa,218.72,True
Cama Box com Gavetas,456.04,False
Monitor 280Hz,538.96,True
Desodorante,58.91,False
Sabonete,904.19,False
Cadeira de Escritório,798.4,False
Desktop,912.85,True
Creme Anti-Irritação,606.62,False
Cama Box com Cabeceira,928.28,False
Escova de Dente,790.19,True
Guarda-Roupa,879.02,True
Colar,467.07,False
Monitor Gamer,869.53,True
Creme Anti-Manchas,271.54,False
Recipiente de Higiene,848.96,False
Cama Box com Baú, Cabeceira e Criado-Mudo,848.42,False
Creme Anti-Ressecamento,972.65,True
Recipiente de Papel,570.5,False
Creme Anti-Irritação,224.29,True
Cadeira de Escritório,402.67,False
Creme Anti-Idade,471.74,True
Creme Anti-Estrias,257.85,False
Cama Box com Gavetas e Criado-Mudo,854.16,True
Sofá 3 Lugares,650.65,True
Monitor 165Hz,962.76,True
Creme Anti-Olheiras,655.34,False
Anel,440.28,True
Creme Anti-Olheiras,990.81,False
Protetor Solar,278.83,True
Shampoo,464.92,True
All-in-One,637.01,False
Creme Anti-Irritação,132.46,True
Monitor Touchscreen,649.08,False
Macbook,986.01,False
Cama Box com Gavetas, Cabeceira e Criado-Mudo,363.18,False
Brinco,589.88,True
Creme Anti-Acne,369.3,False
Cama Box Solteiro,809.14,True
Cama Box com Gavetas, Cabeceira e Criado-Mudo,469.53,False
Anel,689.34,True
Hidratante,565.96,True
Mesa de Centro,682.01,True
Computador,68.15,True
Creme Anti-Irritação,260.98,True
Shampoo,263.35,True
Creme Anti-Ressecamento,429.41,False
Cama Box Solteiro,118.55,False
Protetor Labial,284.72,False
Monitor 360Hz,159.74,True
Monitor 4K,993.27,False
Creme Anti-Irritação,967.72,True
Monitor 144Hz,271.61,False
Recipiente de Vidro,997.28,False
Monitor Gamer,200.84,False
Recipiente de Lixo,430.23,False
Creme Anti-Celulite,88.89,False
Guarda-Roupa,244.3,True
Cama Box,765.35,False
Cadeira Gamer,676.61,False
Creme Anti-Rugas,688.0,True
Recipiente de Limpeza,412.35,True
Cama Box com Baú e Criado-Mudo,629.58,False
Creme Anti-Ressecamento,241.82,False
Notebook,181.82,False
Cama Box com Baú e Criado-Mudo,897.81,False
Hidratante,968.58,False
Protetor Labial,165.67,True
Cama Box Baú,825.76,True
Mesa de Jantar,431.67,False
Cinto,773.69,True
Creme Anti-Acne,683.41,False
Recipiente de Alimento,601.64,True
Cama Box com Gavetas e Cabeceira,361.24,False
Creme Anti-Manchas,811.36,False
Sofá 4 Lugares,533.58,True
Computador,801.75,True
Brinco,526.03,True
Creme Anti-Idade,976.25,True
Monitor 75Hz,416.82,False
Creme Dental,986.31,False
Hidratante,502.07,False
Monitor Ultrawide,152.01,True
Monitor 165Hz,641.9,True
Chapéu,648.78,False
Sofá-Cama,717.98,False
Monitor 280Hz,988.25,False
Computador,820.49,False
Creme Anti-Manchas,979.26,True
Monitor 144Hz,127.98,True
Cama Box Casal,626.76,True
Anel,63.26,True
Chapéu,769.29,False
Recipiente de Alimento,568.71,False
Brinco,559.95,False
Creme Anti-Ressecamento,373.65,False
Óculos de Grau,365.46,False
Carteira,455.07,True
Recipiente de Higiene,269.2,False
Carteira,137.06,True
Monitor 60Hz,239.19,True
Recipiente de Bebida,393.65,True
Sofá 4 Lugares,597.75,False
Guarda-Roupa Planejado,198.89,False
Protetor Labial,811.24,False
Mesa de Escritório,167.0,True
Recipiente de Plástico,789.72,False
Guarda-Roupa Casal,515.19,True
Recipiente de Vidro,242.75,True
Monitor 200Hz,661.32,True
Guarda-Roupa Casal,694.73,False
Creme Anti-Celulite,419.86,True
All-in-One,530.99,True
Monitor Ultrawide,172.35,False
Cinto,148.88,True
Creme Anti-Celulite,829.19,False
Monitor 280Hz,582.21,True
Monitor 120Hz,172.48,False
Cama Box com Gavetas, Cabeceira e Criado-Mudo,164.28,True
Guarda-Roupa Solteiro,68.94,False
Mesa de Jantar,750.43,True
Cama Box com Gavetas e Criado-Mudo,897.82,False
Cama Box com Cabeceira,831.03,False
Cama Box com Gavetas e Criado-Mudo,473.26,True
Monitor 200Hz,466.48,False
Desktop,679.67,False
Brinco,245.0,False
Sofá,332.03,True
Sofá,243.62,False
Creme Anti-Estrias,469.91,True
Boné,978.51,True
Cama Box com Gavetas, Cabeceira e Criado-Mudo,604.87,False
All-in-One,394.95,True
Netbook,928.82,False
Creme Anti-Irritação,478.61,False
Cama Box Baú,570.82,False
All-in-One,192.97,True
Guarda-Roupa Casal,556.29,True
Creme Anti-Envelhecimento,632.45,False
Cama Box Casal,535.98,False
Creme Anti-Inflamação,479.57,True
Sofá 4 Lugares,104.41,False
Cadeira de Escritório,108.09,False
Desodorante,215.64,False
Creme Anti-Celulite,740.05,False
Cama Box Baú,628.48,False
Relógio,939.03,False
Monitor 144Hz,607.23,False
Cama Box King Size,370.06,False
Cama Box com Baú e Cabeceira,652.31,True
Recipiente de Limpeza,949.72,False
Cama Box com Baú, Gavetas e Cabeceira,619.64,False
Sabonete,254.11,True
Tenis,712.43,True
Cama Box com Baú e Criado-Mudo,513.12,False
Recipiente de Higiene,737.64,False
Protetor Labial,654.83,True
Protetor Solar,852.08,True
Cadeira de Praia,830.34,False
Cinto,727.65,False
Cama Box Casal,724.75,False
Óculos de Sol,681.63,False
Recipiente de Limpeza,501.79,True
Recipiente de Limpeza,691.32,True
Creme Anti-Inflamação,773.95,False
Cama Box com Cabeceira,838.77,True
Sofá 4 Lugares,955.68,False
Mochila,455.8,False
Cama Box com Criado-Mudo,347.35,True
Guarda-Roupa Casal,734.45,True
Ultrabook,820.7,False
Netbook,588.84,False
Sabonete,650.56,False
Recipiente de Plástico,910.11,False
Monitor 165Hz,428.47,True
Mesa de Jantar,543.59,False
Recipiente de Plástico,360.34,False
Colar,665.35,False
Sofá 4 Lugares,853.54,False
Creme Anti-Manchas,809.91,True
Monitor 165Hz,209.57,False
Creme Anti-Inflamação,630.19,False
Monitor Touchscreen,513.07,True
Mochila,179.02,False
Monitor 360Hz,654.76,True
Monitor 60Hz,548.32,True
Cama Box Casal,374.61,True
Cinto,204.49,False
Sabonete,770.93,True
Monitor 165Hz,150.69,False
Sofá de Canto,863.02,False
Monitor HD,114.5,True
Sofá de Canto,271.83,False
Calça,831.84,False
Creme Anti-Inflamação,631.96,False
Creme Anti-Rugas,735.43,False
Monitor 4K,894.35,True
Notebook,652.79,False
Monitor 200Hz,628.59,False
Hidratante,286.31,True
Cinto,603.78,False
Creme Anti-Irritação,850.37,True
Tenis,322.05,False
Cama Box com Gavetas,981.35,True
Creme Anti-Acne,288.64,True
Cama Box com Gavetas e Criado-Mudo,907.91,False
Cama Box com Criado-Mudo,51.17,False
Creme Anti-Inflamação,464.7,True
Monitor 360Hz,148.37,False
Monitor HD,156.37,False
Monitor 240Hz,440.19,False
Monitor 144Hz,551.51,True
Cama Box Baú,661.0,True
Fio Dental,953.49,False
Macbook,504.83,False
Shampoo,522.35,True
Monitor 280Hz,198.53,True
Guarda-Roupa Casal,635.73,False
Sofá,572.43,True
Tenis,749.55,True
Monitor HD,831.7,True
Perfume,718.71,True
Monitor 75Hz,367.65,True
Guarda-Roupa Planejado,639.41,True
Protetor Labial,222.74,True
Camisa,720.72,True
Protetor Labial,512.05,False
Cama Box com Cabeceira,453.71,True
Cama Box com Baú e Criado-Mudo,751.5,True
Mini PC,760.23,False
Carteira,577.5,True
Cama Box Baú,717.7,True
Cadeira de Escritório,460.51,True
Monitor 120Hz,201.97,True
Monitor 120Hz,766.08,True
Relógio,312.66,False
Creme Anti-Estrias,391.35,True
Cama Box com Baú e Cabeceira,92.88,False
Sofá 4 Lugares,411.35,False
Creme Anti-Estrias,424.42,True
Cama Box com Baú e Cabeceira,310.1,True
Mesa de Escritório,792.39,True
Monitor,115.26,False
Cama Box Baú,528.08,False
Recipiente de Limpeza,891.89,False
Creme Anti-Espinhas,805.41,True
Sabonete,353.66,True
Mochila,903.61,False
Monitor 120Hz,214.82,False
Monitor 360Hz,674.02,False
Relógio,712.62,False
Sofá de Canto,653.66,True
Cama Box Solteiro,53.03,True
Recipiente de Papel,538.31,False
Creme Anti-Inflamação,197.84,True
Recipiente de Alimento,252.61,True
Monitor 360Hz,725.97,True
Creme Anti-Espinhas,922.32,True
Mesa de Escritório,835.39,True
Monitor 4K,942.57,True
Cama Box com Baú, Gavetas e Criado-Mudo,134.29,True
Cama Box com Baú, Gavetas e Cabeceira,731.1,True
Carteira,263.44,True
Recipiente de Bebida,773.47,True
Protetor Labial,461.72,False
Cama Box com Gavetas, Cabeceira e Criado-Mudo,464.36,False
Creme Anti-Celulite,234.22,True
Cama Box Queen Size,611.48,False
Condicionador,672.21,True
Recipiente de Alimento,190.24,False
Recipiente de Plástico,606.71,True
Cama Box com Baú e Criado-Mudo,903.7,False
Cadeira de Praia,372.32,True
Bermuda,483.36,True
Mesa de Centro,222.85,False
Cama Box com Baú e Gavetas,509.04,True
Mesa de Jantar,134.2,False
Chapéu,934.1,False
Recipiente de Alimento,226.74,False
Fio Dental,377.66,False
Sofá-Cama,598.0,False
Monitor 120Hz,456.58,False
Netbook,770.89,True
Cama Box com Criado-Mudo,261.67,False
Cama Box,864.35,False
Chapéu,206.95,True
Cadeira Gamer,670.4,True
Cama Box com Baú e Gavetas,126.49,True
Creme Anti-Espinhas,953.58,False
Cama Box com Criado-Mudo,509.33,False
Mesa de Jantar,444.97,True
Creme Anti-Cravos,82.69,True
Anel,345.01,False
Sofá-Cama,697.42,False
Cadeira de Escritório,491.37,False
Cama Box Solteiro,853.74,False
Cadeira de Praia,104.87,False
Monitor 240Hz,966.41,True
Brinco,364.0,False
Cama Box com Criado-Mudo,657.77,True
Creme Anti-Envelhecimento,373.67,True
Calça,609.24,False
Creme Anti-Inflamação,84.27,True
Cama Box Queen Size,630.01,True
Creme Anti-Irritação,460.84,False
Colar,642.1,False
Mochila,909.03,False
Desodorante,245.66,False
Recipiente de Bebida,982.53,True
Mini PC,818.18,True
Protetor Labial,829.83,True
Ultrabook,59.72,False
Camisa,874.25,False
Mesa de Centro,693.18,False
Macbook,992.34,True
Recipiente de Bebida,576.06,True
Guarda-Roupa Embutido,970.1,True
Bermuda,863.47,True
Cama Box com Baú e Gavetas,344.12,True
Cama Box com Baú e Gavetas,910.19,True
Guarda-Roupa Embutido,869.99,True
Monitor 60Hz,839.8,True
Cinto,342.17,False
Recipiente de Vidro,265.05,False
Mochila,574.04,False
Recipiente de Bebida,116.33,True
All-in-One,126.3,False
Cama Box com Baú e Cabeceira,983.91,False
Cama Box King Size,221.84,False
Colar,737.51,True
Óculos de Grau,877.75,False
Guarda-Roupa Solteiro,941.47,False
Camisa,126.3,True
Recipiente de Papel,648.42,False
Creme Anti-Espinhas,168.03,False
Fio Dental,429.75,False
Cadeira de Praia,221.48,False
Escova de Dente,696.88,True
Protetor Solar,936.86,True
Cama Box Baú,598.82,False
Creme Anti-Cravos,297.45,False
Creme Anti-Ressecamento,540.25,False
Cama Box com Baú e Gavetas,652.19,False
Macbook,423.8,True
Cama Box Casal,900.58,True
Bolsa,626.81,True
Monitor 75Hz,415.85,False
Computador,540.96,True
Óculos de Grau,217.78,False
Cama Box com Cabeceira e Criado-Mudo,213.34,False
Brinco,160.45,False
Mesa de Centro,609.14,False
Sofá,155.96,False
Creme Anti-Irritação,526.58,False
Guarda-Roupa,310.94,False
Cama Box Solteiro,90.1,False
Recipiente de Alimento,566.18,False
Cama Box,737.47,True
Sofá 2 Lugares,946.93,True
Monitor 4K,122.89,False
Desktop,101.34,True
Tenis,243.49,True
Mesa de Centro,660.4,False
Cama Box King Size,785.62,True
Recipiente de Higiene,599.18,False
Creme Anti-Acne,228.91,True
Fio Dental,306.11,False
Cama Box com Baú, Gavetas e Cabeceira,221.21,True
Recipiente de Higiene,575.28,False
Calça,977.69,False
Creme Anti-Estrias,383.46,True
Monitor HD,980.82,True
Creme Anti-Espinhas,725.98,True
Monitor 240Hz,469.25,False
Sofá 2 Lugares,399.19,False
Creme Anti-Espinhas,758.79,True
Brinco,711.37,False
Sofá-Cama,651.37,True
Cadeira de Jantar,103.64,False
Desktop,531.19,True
Sabonete,52.26,False
Cama Box com Gavetas e Criado-Mudo,795.59,True
Mesa de Jantar,834.56,True
Tenis,858.92,False
Cadeira Dobrável,188.41,True
Guarda-Roupa Casal,500.07,False
Sabonete,570.11,True
Monitor,446.41,True
Cama Box Baú,651.53,False
Cama Box,259.77,False
Mochila,222.82,True
Cadeira Gamer,908.06,False
Óculos de Sol,657.65,True
Cama Box King Size,898.9,True
Shampoo,679.23,True
All-in-One,140.9,False
Mesa de Jantar,773.35,True
Creme Anti-Irritação,625.62,True
Brinco,385.67,False
Sofá 2 Lugares,689.37,True
Guarda-Roupa Casal,725.67,False
Sofá-Cama,309.4,False
Mochila,600.38,True
Guarda-Roupa Planejado,378.84,False
Creme Anti-Manchas,378.21,True
Monitor 144Hz,136.99,True
Chapéu,191.55,False
Condicionador,881.11,True
Perfume,324.78,False
Guarda-Roupa Infantil,796.23,False
Monitor Full HD,297.28,True
Tenis,433.7,False
Creme Anti-Irritação,481.64,False
Monitor Touchscreen,354.28,False
Guarda-Roupa Embutido,145.79,False
Creme Anti-Idade,78.15,True
Creme Anti-Rugas,431.12,False
Cama Box com Gavetas e Cabeceira,161.21,True
Condicionador,99.87,False
Mochila,524.75,True
Cama Box Solteiro,803.66,False
Monitor 165Hz,438.93,True
Recipiente de Lixo,379.02,True
Monitor 120Hz,182.36,False
Monitor 75Hz,154.45,False
Creme Anti-Idade,829.12,False
Creme Anti-Idade,924.39,True
Creme Anti-Espinhas,868.68,True
Desktop,510.4,True
Perfume,918.05,False
Monitor,629.65,True
Fio Dental,330.07,False
Computador,420.52,False
Ultrabook,781.67,False
Monitor 120Hz,234.25,True
Cama Box com Gavetas e Criado-Mudo,210.9,True
Carteira,492.06,False
Creme Anti-Espinhas,285.56,True
Mochila,343.74,True
Monitor 240Hz,828.27,False
Creme Anti-Idade,319.88,True
Cadeira de Jantar,153.9,False
Creme Anti-Inflamação,182.44,True
Cama Box com Cabeceira e Criado-Mudo,214.58,False
Cama Box com Baú e Gavetas,662.7,True
Relógio,137.39,True
Monitor 75Hz,497.17,True
Brinco,805.07,False
Sofá,763.89,True
Sofá 2 Lugares,442.11,True
Monitor Gamer,273.59,False
Desodorante,137.76,False
Sofá 2 Lugares,605.72,True
Cinto,476.79,True
Monitor 4K,378.07,True
Macbook,821.27,True
Colar,601.31,True
Monitor 240Hz,345.62,False
Condicionador,369.93,True
Cama Box com Baú e Gavetas,558.79,True
Pulseira,473.32,True
Monitor 165Hz,297.34,True
Óculos de Sol,960.27,True
Cama Box King Size,92.87,False
Cama Box com Baú e Criado-Mudo,487.95,True
Cama Box com Cabeceira e Criado-Mudo,74.85,True
Cadeira Dobrável,540.86,False
Escova de Dente,943.9,False
Monitor 240Hz,243.9,True
Shampoo,575.58,True
Recipiente de Plástico,586.32,True
Escova de Dente,612.88,False
Creme Anti-Estrias,943.35,False
Cama Box com Baú, Cabeceira e Criado-Mudo,705.55,True
Cama Box Baú,875.96,False
Fio Dental,915.21,True
Hidratante,678.85,True
Cama Box com Baú, Gavetas e Criado-Mudo,735.83,True
Monitor 4K,208.54,False
Monitor Curvo,759.73,False
Recipiente de Lixo,113.78,False
Sofá 4 Lugares,131.31,True
Perfume,771.35,False
Cama Box com Cabeceira e Criado-Mudo,618.55,False
Cadeira de Jantar,720.89,False
Creme Anti-Irritação,223.69,False
Hidratante,612.26,False
Monitor 240Hz,786.08,True
